song,segment,vocal_rmsDb,inst_rmsDb,vocal_zcr,inst_zcr,vocal_crest,inst_crest,vocal_adjustment_db,inst_adjustment_db
AM Contra - Heart Peripheral,5,-31.474456787109375,-21.63174057006836,0.2946204144021739,0.019674196105072463,6.157125473022461,4.320990085601807,-0.0007792026153765619,-0.00027077144477516413
AM Contra - Heart Peripheral,6,-25.849401473999023,-22.052038192749023,0.13799394248188407,0.01937132019927536,3.2213990688323975,4.776394367218018,-0.0004576759529300034,-0.000316332298098132
AM Contra - Heart Peripheral,7,-28.091018676757812,-20.81987190246582,0.16625905797101448,0.026343127264492755,5.405838489532471,3.888453722000122,-0.0008247661171481013,-0.00033082900336012244
AM Contra - Heart Peripheral,8,-25.549135208129883,-22.384756088256836,0.06881651947463768,0.16277032382246376,4.261502742767334,4.336618900299072,-0.0006694369367323816,-0.00037069496465846896
AM Contra - Heart Peripheral,9,-29.013885498046875,-20.959056854248047,0.14279608242753622,0.15265936367753624,4.602017402648926,5.096192836761475,-0.0008920762920752168,-0.0003541272599250078
AM Contra - Heart Peripheral,10,-28.06952667236328,-21.88460350036621,0.08452502264492753,0.15393172554347825,5.714320659637451,4.400481700897217,-0.0006751323235221207,-0.0003184032393619418
AM Contra - Heart Peripheral,11,-22.71714973449707,-20.276439666748047,0.07669553894927536,0.11136492300724637,5.543100833892822,4.5501885414123535,-0.00030028243781998754,-0.0006016107508912683
AM Contra - Heart Peripheral,12,-21.603729248046875,-18.40690803527832,0.10480355525362318,0.08687160326086957,4.61448860168457,4.533655643463135,-0.00042816446512006223,-0.0006078237784095109
AM Contra - Heart Peripheral,13,-22.634998321533203,-17.369123458862305,0.1250679347826087,0.07520663496376812,4.919074535369873,3.9204039573669434,-0.0005757230101153255,-0.0005689922254532576
AM Contra - Heart Peripheral,14,-22.31464385986328,-18.306602478027344,0.07203492980072464,0.08533316349637682,4.838951110839844,4.255092144012451,-0.0004902940709143877,-0.0006026462651789188
AM Contra - Heart Peripheral,15,-30.513927459716797,-17.83062744140625,0.2793407495471015,0.09734912817028986,7.6232523918151855,4.18117094039917,-0.0008724009385332465,-0.0004659599217120558
AM Contra - Heart Peripheral,16,-31.11200714111328,-18.1060791015625,0.39925271739130436,0.09836390398550725,5.906581878662109,4.8716959953308105,-0.0008672231924720109,-0.00046130019472911954
AM Contra - Heart Peripheral,17,-25.944976806640625,-22.45718765258789,0.06274484827898551,0.10816066576086956,4.465649604797363,4.380019664764404,-0.0005363738164305687,-0.0004048659757245332
AM Contra - Heart Peripheral,18,-28.031482696533203,-21.010343551635742,0.17175469882246377,0.08883463541666667,4.136796951293945,3.897873878479004,-0.0008123396546579897,-0.000336524099111557
AM Contra - Heart Peripheral,19,-32.16557312011719,-21.53852081298828,0.13491989356884057,0.10772050498188405,6.670766830444336,4.406744480133057,-0.0014103821013122797,-0.00032565160654485226
AM Contra - Heart Peripheral,20,-25.999908447265625,-20.893768310546875,0.16792346014492754,0.10747565670289855,4.730538845062256,4.128010272979736,-0.0003965820651501417,-0.0003934756387025118
AM Contra - Heart Peripheral,21,-28.60480499267578,-21.471765518188477,0.1283599411231884,0.14371320199275361,4.408791542053223,4.764357566833496,-0.0007999132503755391,-0.000343772437190637
AM Contra - Heart Peripheral,22,-24.405494689941406,-21.590364456176758,0.08517747961956522,0.13914317255434783,3.529766082763672,5.474155426025391,-0.0005399980582296848,-0.00044162585982121527
AM Contra - Heart Peripheral,23,-24.946857452392578,-20.89011001586914,0.09493602807971015,0.12030400815217392,7.164822578430176,5.7884111404418945,-0.0002816439082380384,-0.00044162585982121527
AM Contra - Heart Peripheral,24,-21.634824752807617,-17.996814727783203,0.09706323596014493,0.08172978940217392,4.502106666564941,4.213716983795166,-0.0004659599217120558,-0.0006067883223295212
AM Contra - Heart Peripheral,25,-22.272518157958984,-18.17706871032715,0.11183338994565217,0.08637058423913044,4.981053352355957,3.7711517810821533,-0.0004897763137705624,-0.000648726592771709
AM Contra - Heart Peripheral,26,-22.964754104614258,-18.059106826782227,0.0837310348731884,0.07960824275362319,5.103404521942139,4.293956756591797,-0.0005829715519212186,-0.0005865958519279957
AM Contra - Heart Peripheral,27,-23.110958099365234,-17.239362716674805,0.06053130661231884,0.07602751358695652,5.309884548187256,3.6929314136505127,-0.0006073060794733465,-0.0005555306561291218
AM Contra - Heart Peripheral,28,-22.03779411315918,-17.730567932128906,0.0862899116847826,0.08453351449275362,5.4268598556518555,4.7568678855896,-0.0005104863084852695,-0.0005653679836541414
AM Contra - Heart Peripheral,29,-22.894819259643555,-17.395017623901367,0.07515709918478261,0.07920771059782608,5.1570258140563965,3.899550676345825,-0.0005850425804965198,-0.0005187703063711524
AM Contra - Heart Peripheral,30,-26.860177993774414,-16.912992477416992,0.18583701313405798,0.0668067821557971,3.6213090419769287,3.776414632797241,-0.0009371226187795401,-0.0005011667963117361
AM Contra - Heart Peripheral,31,-26.839794158935547,-19.52730941772461,0.038598278985507245,0.026563915307971014,3.6098029613494873,4.438643455505371,-0.0012317417422309518,-0.0006197321927174926
AM Contra - Heart Peripheral,32,-28.82623863220215,-20.08608627319336,0.06069123641304348,0.032778532608695655,4.531485080718994,4.7479047775268555,-0.0013705112505704165,-0.0005907378508709371
AM Contra - Heart Peripheral,33,-25.92917251586914,-19.002382278442383,0.08190104166666666,0.030293251811594202,3.250516414642334,3.947359085083008,-0.0010344649199396372,-0.0006166256498545408
AM Contra - Heart Peripheral,34,-24.555946350097656,-19.522811889648438,0.07774569746376811,0.04141898777173913,2.7759525775909424,5.126870632171631,-0.0008491012849844992,-0.0006787566235288978
AM Contra - Heart Peripheral,35,-25.422876358032227,-19.980741500854492,0.08887284873188406,0.05208757925724638,3.0653223991394043,5.069770812988281,-0.0008584210881963372,-0.0005720987101085484
AM Contra - Heart Peripheral,36,-23.956281661987305,-19.333772659301758,0.06843721693840579,0.049133831521739134,2.587161064147949,4.774128437042236,-0.0007636696682311594,-0.0006155901355668902
AM Contra - Heart Peripheral,37,-23.519018173217773,-19.211904525756836,0.0590622169384058,0.04435150588768116,2.462430000305176,4.861457347869873,-0.0007160354289226234,-0.0006223209202289581
AM Contra - Heart Peripheral,38,-57.984580993652344,-26.131168365478516,0.4361186594202899,0.03156419836956522,51.2634162902832,5.540355205535889,-0.011748263612389565,7.248067959153559e-06
AM Contra - Heart Peripheral,39,-23.1439208984375,-24.719806671142578,0.05815783514492753,0.030930140398550725,2.3583548069000244,5.056772708892822,-0.00032513384940102696,-0.00036448208265937865
AM Contra - Heart Peripheral,40,-33.06418228149414,-26.266277313232422,0.35822152400362317,0.03307150135869565,7.310656547546387,5.881179332733154,-0.00019932424766011536,-0.00013874990690965205
AM Contra - Heart Peripheral,41,-22.69951820373535,-19.845951080322266,0.15728175951086956,0.07723335597826086,5.536649227142334,4.538839817047119,-0.00034894986310973763,-0.0005710632540285587
AM Contra - Heart Peripheral,42,-21.60489273071289,-17.92117691040039,0.10467900815217392,0.07853260869565218,4.615475177764893,4.207210063934326,-0.000436966132838279,-0.0006176611641421914
AM Contra - Heart Peripheral,43,-22.635234832763672,-18.698280334472656,0.12495471014492754,0.09177989130434783,4.920863151550293,4.222416400909424,-0.0005208413349464536,-0.0006104126223362982
AM Contra - Heart Peripheral,44,-22.215192794799805,-17.41804313659668,0.07237884963768115,0.07309216485507246,5.312187671661377,3.9637420177459717,-0.000514628307428211,-0.0006052350508980453
AM Contra - Heart Peripheral,45,-21.552536010742188,-16.976356506347656,0.05685999773550725,0.08121178668478261,4.401636600494385,3.9580116271972656,-0.0005482821143232286,-0.0005643324693664908
AM Contra - Heart Peripheral,46,-21.169797897338867,-17.434309005737305,0.0671195652173913,0.09426375679347826,5.657815456390381,4.388628959655762,-0.00041314985719509423,-0.0005695099825970829
AM Contra - Heart Peripheral,47,-21.416343688964844,-17.41709327697754,0.06308027626811594,0.08842419610507246,4.9664740562438965,4.394559383392334,-0.0004763148899655789,-0.0005658856825903058
AM Contra - Heart Peripheral,48,-23.359033584594727,-18.348251342773438,0.06508576766304348,0.044132133152173916,5.46799373626709,4.287655353546143,-0.0005824538529850543,-0.00046130019472911954
AM Contra - Heart Peripheral,49,-94.4160385131836,-22.820310592651367,0.4867965919384058,0.007980921648550725,5.615904808044434,2.736999273300171,-8.305915832519531,4.1417538341192994e-06
AM Contra - Heart Peripheral,50,-94.92681884765625,-22.417295455932617,0.5043110280797102,0.005322973278985507,3.4034605026245117,2.2152466773986816,-9.639175415039062,-1.553158199385507e-06
AM Contra - Heart Peripheral,51,-94.95947265625,-29.382606506347656,0.5031207540760869,0.13359516530797103,4.27034854888916,4.626308441162109,-4.06517219543457,1.4496130461338907e-05
Angels In Amplifiers - I'm Alright,0,-96.11215209960938,-24.169200897216797,0.32313745471014493,0.11886888586956522,6.826934337615967,8.944656372070312,-13.818599700927734,-0.00037639011861756444
Angels In Amplifiers - I'm Alright,1,-96.15509796142578,-22.412960052490234,0.31969967164855073,0.14284844882246378,5.880663871765137,6.65813684463501,-10.909002304077148,-0.0006005752366036177
Angels In Amplifiers - I'm Alright,2,-96.17311096191406,-20.722171783447266,0.3172327898550725,0.07739611639492754,5.892870903015137,6.173195838928223,-10.204385757446289,-0.0005684744683094323
Angels In Amplifiers - I'm Alright,3,-95.2749252319336,-21.336843490600586,0.31712664175724636,0.07905344202898551,19.484479904174805,5.273261070251465,-8.445087432861328,-0.000567956711165607
Angels In Amplifiers - I'm Alright,4,-25.830081939697266,-22.346355438232422,0.10871829710144927,0.060610563858695655,6.569401741027832,6.901146411895752,-0.0004809745878446847,-0.0008159640128724277
Angels In Amplifiers - I'm Alright,5,-23.341350555419922,-22.419754028320312,0.04822661911231884,0.05374915081521739,4.790400981903076,7.64315938949585,-0.0003546450170688331,-0.0009019139688462019
Angels In Amplifiers - I'm Alright,6,-24.745555877685547,-21.87399673461914,0.08698907382246376,0.055410722373188406,5.400910377502441,5.483001708984375,-0.0004266112227924168,-0.0007631518528796732
Angels In Amplifiers - I'm Alright,7,-25.932727813720703,-22.640764236450195,0.050734544836956524,0.061408797554347826,6.23723840713501,5.773751735687256,-0.000343772437190637,-0.000735192559659481
Angels In Amplifiers - I'm Alright,8,-24.99953269958496,-22.098983764648438,0.08716881793478261,0.047080219655797104,5.890016555786133,6.7260284423828125,-0.00033393542980775237,-0.0006766855949535966
Angels In Amplifiers - I'm Alright,9,-23.072471618652344,-21.967134475708008,0.08122452445652174,0.07224722599637681,6.302917957305908,6.200047016143799,-0.00026870050351135433,-0.0007760960143059492
Angels In Amplifiers - I'm Alright,10,-21.92325210571289,-21.709211349487305,0.05406759510869565,0.07046535326086957,5.980871200561523,7.120274543762207,-0.00024126056814566255,-0.0008258016314357519
Angels In Amplifiers - I'm Alright,11,-22.33112335205078,-21.44340705871582,0.07756595335144928,0.06992045969202898,6.572150707244873,6.136702537536621,-0.0002583457971923053,-0.0008698120946064591
Angels In Amplifiers - I'm Alright,12,-22.56831169128418,-21.201663970947266,0.046184329710144925,0.06632840806159421,5.586333274841309,5.157482624053955,-0.0002816439082380384,-0.0007569387089461088
Angels In Amplifiers - I'm Alright,13,-23.819616317749023,-21.5865421295166,0.08708673007246377,0.05473278985507246,6.449358940124512,6.663796901702881,-0.0003934756387025118,-0.0008356391917914152
Angels In Amplifiers - I'm Alright,14,-37.317970275878906,-20.104446411132812,0.25748556385869564,0.0789557857789855,11.465134620666504,5.8811492919921875,-0.0004250579804647714,-0.0005089330370537937
Angels In Amplifiers - I'm Alright,15,-96.16476440429688,-19.038185119628906,0.31850373641304347,0.07177734375,5.887207984924316,5.824064254760742,-10.357369422912598,-0.0004074546741321683
Angels In Amplifiers - I'm Alright,16,-30.587535858154297,-19.393518447875977,0.22877179574275364,0.06526268115942029,11.010478973388672,6.357832908630371,-0.000645102234557271,-0.0004659599217120558
Angels In Amplifiers - I'm Alright,17,-24.976770401000977,-22.456085205078125,0.0907707767210145,0.04546252264492753,6.103275299072266,5.887335777282715,-0.00047165516298264265,-0.0008449590532109141
Angels In Amplifiers - I'm Alright,18,-24.290725708007812,-22.01291275024414,0.07294355751811595,0.052694746376811596,5.4049482345581055,7.123733997344971,-0.000421951524913311,-0.0008045731228776276
Angels In Amplifiers - I'm Alright,19,-24.43543243408203,-21.285734176635742,0.0475486865942029,0.057069463315217395,5.160876274108887,6.009854793548584,-0.00041470309952273965,-0.0007393347332254052
Angels In Amplifiers - I'm Alright,20,-25.609375,-21.598529815673828,0.05180876358695652,0.05298629981884058,6.326861381530762,6.8795318603515625,-0.000478903588373214,-0.0007222485146485269
Angels In Amplifiers - I'm Alright,21,-24.257802963256836,-21.370027542114258,0.03828974184782609,0.05821020153985507,7.047133445739746,6.636415004730225,-0.0002598990104161203,-0.000620249891653657
Angels In Amplifiers - I'm Alright,22,-22.201499938964844,-21.028072357177734,0.07550243432971014,0.06860988451086956,5.7799973487854,6.606258869171143,-0.00029510504100471735,-0.000784898002166301
Angels In Amplifiers - I'm Alright,23,-22.201549530029297,-20.632017135620117,0.06259765625,0.06693557518115942,5.355557441711426,5.841797351837158,-0.00024954433320090175,-0.0007543498650193214
Angels In Amplifiers - I'm Alright,24,-23.106937408447266,-21.188337326049805,0.07136265851449275,0.07718523550724637,5.96160888671875,5.870584011077881,-0.000329275761032477,-0.0007771315285935998
Angels In Amplifiers - I'm Alright,25,-21.30014419555664,-21.359375,0.0692764945652174,0.06713230298913044,5.002734184265137,6.441633224487305,-0.00029872922459617257,-0.0008791319560259581
Angels In Amplifiers - I'm Alright,26,-28.23219108581543,-20.36238670349121,0.03772361865942029,0.07161033740942029,7.433624744415283,6.109802722930908,-0.0005503530846908689,-0.0004990958259440958
Angels In Amplifiers - I'm Alright,27,-59.329471588134766,-19.932706832885742,0.20243716032608697,0.08140568387681159,5.77719259262085,5.31859016418457,-0.056344032287597656,-0.0004757971328217536
Angels In Amplifiers - I'm Alright,28,-62.384124755859375,-19.398115158081055,0.2948737545289855,0.07877745697463769,11.866259574890137,5.422252655029297,-0.05726223811507225,-0.00047683261800557375
Angels In Amplifiers - I'm Alright,29,-25.144821166992188,-22.678346633911133,0.060512907608695654,0.12200379302536232,6.08372688293457,7.7694501876831055,-0.00038363851490430534,-0.0006078237784095109
Angels In Amplifiers - I'm Alright,30,-23.001384735107422,-24.58307456970215,0.09436141304347827,0.16612601902173912,4.625711917877197,9.944207191467285,-0.00015169310790952295,-0.0007522787782363594
Angels In Amplifiers - I'm Alright,31,-22.8281307220459,-21.7598934173584,0.07500849184782608,0.10520408740942029,4.63895845413208,6.213072299957275,-0.0002935518277809024,-0.000762634095735848
Angels In Amplifiers - I'm Alright,32,-23.792774200439453,-21.899436950683594,0.08086503623188405,0.09834550498188406,5.553403854370117,6.276476860046387,-0.0003458434366621077,-0.0008014665218070149
Angels In Amplifiers - I'm Alright,33,-21.773788452148438,-20.523651123046875,0.09769163269927536,0.09282014266304348,4.113556385040283,5.444903373718262,-0.0002795729669742286,-0.0007704005693085492
Angels In Amplifiers - I'm Alright,34,-21.559066772460938,-20.137941360473633,0.08046450407608696,0.07018512228260869,4.941209316253662,5.6455912590026855,-0.00024954433320090175,-0.0006994670256972313
Angels In Amplifiers - I'm Alright,35,-21.412254333496094,-20.95066261291504,0.05731714221014493,0.07803017436594203,5.272564888000488,6.200361728668213,-0.00021174979337956756,-0.0007248373585753143
Angels In Amplifiers - I'm Alright,36,-22.05070686340332,-19.992582321166992,0.08072633605072464,0.07041298686594202,5.854031562805176,6.011556625366211,-0.000254721671808511,-0.0006575285224243999
Angels In Amplifiers - I'm Alright,37,-22.617300033569336,-21.026060104370117,0.053211333786231885,0.0746971240942029,6.044445037841797,5.951158046722412,-0.00033238218748010695,-0.0006792743806727231
Angels In Amplifiers - I'm Alright,38,-21.522045135498047,-18.673683166503906,0.08120612545289856,0.06920148324275362,3.695690155029297,5.294070720672607,-0.00038570951437577605,-0.0006378536345437169
Angels In Amplifiers - I'm Alright,39,-22.939735412597656,-19.416929244995117,0.07725741621376811,0.08807319972826087,5.865497589111328,5.887879848480225,-0.0003297935181763023,-0.0005508708418346941
Angels In Amplifiers - I'm Alright,40,-21.4614200592041,-19.494050979614258,0.05610988451086957,0.08675413269927536,5.4843058586120605,6.043604850769043,-0.0002702537167351693,-0.0006083415355533361
Angels In Amplifiers - I'm Alright,41,-20.3995304107666,-19.18572998046875,0.0774116847826087,0.08033995697463768,5.214909076690674,5.38714075088501,-0.0002624876797199249,-0.0006621883367188275
Angels In Amplifiers - I'm Alright,42,-22.708742141723633,-19.61908531188965,0.051879528985507246,0.0814552196557971,6.926288604736328,6.391478061676025,-0.000343772437190637,-0.000592291122302413
Angels In Amplifiers - I'm Alright,43,-23.712631225585938,-19.46005630493164,0.07484148550724638,0.07450464221014493,5.580307960510254,5.833876609802246,-0.00047113740583881736,-0.0005907378508709371
Arise - Run Run Run,0,-62.70576477050781,-19.26804542541504,0.022135416666666668,0.007004359148550725,4.333827495574951,5.2122039794921875,-0.13169680535793304,-0.00014599808491766453
Arise - Run Run Run,1,-61.46785354614258,-17.735464096069336,0.029052026721014493,0.011489470108695651,3.758166790008545,5.696459770202637,-0.13782517611980438,-0.0001822391350287944
Arise - Run Run Run,2,-59.80504608154297,-18.007465362548828,0.03681216032608696,0.012986865942028986,12.085298538208008,5.0411200523376465,-0.10179118067026138,-0.0002179625880671665
Arise - Run Run Run,3,-20.95087242126465,-16.79242706298828,0.019365658967391303,0.018648097826086958,3.670562505722046,4.229784965515137,-0.00046181795187294483,-0.0003178854822181165
Arise - Run Run Run,4,-24.971660614013672,-17.020139694213867,0.03216853487318841,0.01873443161231884,6.1021199226379395,4.825370788574219,-0.000672025722451508,-0.0002485088480170816
